MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss
 
stn;time;gre000d0;hto000d0;nto000d0;prestad0;rre150d0;sre000d0;tre200d0;tre200dn;tre200dx;ure200d0
ENG;20200115;53;0;-;902.7;0.0;185;1.8;-1.8;5.6;59.5
ENG;20200116;55;0;-;906.9;0.0;193;1.7;-1.0;5.8;66.7
ENG;20200117;50;0;-;902.7;6.7;108;1.9;-1.8;7.4;69.7
ENG;20200118;63;10;-;906.0;0.8;188;-1.9;-6.3;1.3;90.6
ENG;20200119;39;8;-;910.7;0.7;4;-4.3;-7.7;-1.9;84.3
ENG;20200120;67;10;-;916.1;0.0;231;-7.7;-11.3;-5.0;80.3
ENG;20200121;62;8;-;914.4;0.0;182;-3.9;-8.8;2.1;79.2
ENG;20200122;70;8;-;910.5;0.0;248;0.8;-2.3;4.7;65.3
ENG;20200123;73;7;-;905.7;0.0;257;-1.1;-6.1;3.3;68.5
ENG;20200124;62;7;-;903.6;0.0;205;2.0;-0.8;6.2;62.7
ENG;20200125;67;5;-;901.2;0.0;253;1.2;-2.3;5.4;73.6
ENG;20200126;68;4;-;899.6;0.0;242;2.2;-0.5;4.9;71.5
ENG;20200127;68;4;-;895.1;0.7;194;1.5;-2.4;4.8;79.8
ENG;20200128;10;4;-;888.3;10.7;0;2.0;-0.9;7.3;71.2
ENG;20200129;18;12;-;894.7;9.8;0;0.6;-1.1;3.5;85.1
ENG;20200130;92;22;-;897.8;4.5;300;0.5;-4.8;5.0;83.1
ENG;20200131;72;13;-;899.0;0.0;172;4.8;1.7;9.4;86.2
ENG;20200201;61;8;-;897.0;1.6;116;5.8;1.1;11.0;74.7
ENG;20200202;15;3;-;900.1;25.9;0;7.4;4.1;14.0;80.7
ENG;20200203;8;0;-;900.9;15.0;0;11.6;7.9;14.3;53.0
ENG;20200204;16;0;-;897.3;12.0;0;1.8;-2.3;14.3;70.1
ENG;20200205;95;13;-;909.6;0.6;213;-2.1;-7.2;2.0;72.9
ENG;20200206;103;11;-;908.1;0.0;364;-3.5;-8.0;1.2;62.2
ENG;20200207;118;9;-;904.9;0.0;390;-0.5;-4.3;3.4;56.9
ENG;20200208;92;8;-;904.5;0.0;271;1.3;-2.7;6.6;53.8
ENG;20200209;115;8;-;901.4;0.0;384;2.7;-2.7;7.4;51.1
ENG;20200210;36;2;-;892.6;3.8;9;11.0;5.9;15.6;38.3
ENG;20200211;22;0;-;895.9;2.4;0;4.2;0.5;9.9;55.2
ENG;20200212;43;0;-;901.2;0.3;2;0.9;-2.0;2.9;56.5
ENG;20200213;73;0;-;894.2;26.4;132;2.0;-3.4;7.4;63.7
ENG;20200214;117;4;-;903.1;0.2;300;1.0;-1.8;4.3;88.0
ENG;20200215;125;1;-;904.1;0.0;374;2.1;-2.6;8.1;66.3
ENG;20200216;79;0;-;901.2;0.0;64;6.9;1.3;13.1;56.2
ENG;20200217;103;0;-;902.0;5.8;266;6.2;2.3;12.8;71.7
ENG;20200218;144;0;-;907.4;0.0;407;1.8;-0.9;6.9;78.8
ENG;20200219;36;0;-;904.3;3.9;1;0.8;-1.9;4.2;73.7
ENG;20200220;131;1;-;902.6;0.0;328;1.9;-2.4;6.9;68.9
ENG;20200221;111;0;-;908.1;0.5;205;2.4;-1.5;8.0;81.1
ENG;20200222;150;0;-;909.6;0.0;442;4.9;-1.7;11.9;58.7
ENG;20200223;64;0;-;907.7;0.0;18;10.9;3.0;16.5;49.0
ENG;20200224;153;0;-;902.1;0.0;445;9.4;3.6;14.5;58.1
ENG;20200225;87;0;-;889.3;7.4;126;5.4;0.9;11.8;59.5
ENG;20200226;45;0;-;887.1;8.7;0;-1.2;-3.7;4.1;75.8
ENG;20200227;51;14;-;887.2;8.5;46;-0.6;-6.6;7.9;72.3
ENG;20200228;169;9;-;898.0;0.0;434;0.5;-3.7;4.4;49.4
ENG;20200229;134;7;-;887.5;6.1;297;5.5;1.6;10.4;65.9
ENG;20200301;172;0;-;884.6;2.4;459;4.3;0.7;10.3;75.4
ENG;20200302;67;0;-;876.2;5.1;0;3.1;-0.8;9.6;66.9
ENG;20200303;152;2;-;886.7;1.5;264;0.5;-1.5;4.7;71.3
ENG;20200304;185;3;-;893.3;0.0;433;0.9;-2.9;5.6;68.7
ENG;20200305;39;0;-;882.0;11.6;0;3.1;0.6;6.2;85.1
ENG;20200306;56;0;-;884.2;2.5;0;2.3;-0.6;5.0;73.2
ENG;20200307;90;6;-;898.9;1.2;25;-0.4;-3.5;2.2;86.6
ENG;20200308;175;3;-;899.3;1.1;417;0.9;-5.7;7.7;65.7
ENG;20200309;78;0;-;897.6;3.4;8;1.2;-2.3;4.3;87.6
ENG;20200310;21;2;-;900.0;22.3;0;2.1;-3.4;6.3;92.2
ENG;20200311;112;0;-;902.4;0.0;131;7.3;2.8;13.7;86.9
ENG;20200312;144;0;-;899.0;4.9;313;8.7;2.5;14.9;70.2
ENG;20200313;33;0;-;901.0;0.6;0;2.9;0.2;7.0;93.3
ENG;20200314;90;0;-;900.6;0.1;74;2.1;-0.7;4.9;86.8
ENG;20200315;212;0;-;898.6;0.0;528;4.1;-1.8;10.9;59.9
ENG;20200316;210;0;-;902.4;0.0;530;6.3;0.5;13.2;58.3
ENG;20200317;207;0;-;910.0;0.0;543;7.8;2.0;14.9;62.2
ENG;20200318;213;0;-;908.0;0.0;549;8.2;3.0;14.7;66.0
ENG;20200319;217;0;-;904.7;0.0;554;8.9;3.2;15.6;63.7
ENG;20200320;168;0;-;901.5;1.1;296;8.6;4.1;14.0;66.8
ENG;20200321;193;0;-;897.6;0.3;447;5.3;1.2;12.1;84.9
ENG;20200322;34;0;-;900.2;0.1;0;0.4;-1.4;1.2;97.4
ENG;20200323;102;0;-;904.2;0.0;0;-1.4;-3.9;0.9;80.9
ENG;20200324;235;0;-;902.4;0.0;463;-1.2;-4.4;4.2;68.3
ENG;20200325;145;0;-;897.0;0.0;299;-2.4;-6.2;2.1;75.3
ENG;20200326;212;0;-;893.2;0.0;429;-1.5;-6.9;4.3;72.1
ENG;20200327;189;0;-;894.7;0.0;403;2.2;-3.6;8.4;70.2
ENG;20200328;205;0;-;897.4;0.0;363;6.1;-0.1;12.3;66.1
ENG;20200329;73;0;-;897.5;7.1;108;2.3;-1.9;6.4;84.9
ENG;20200330;86;0;-;899.3;1.0;0;-2.0;-2.7;-1.1;93.6
ENG;20200331;276;0;-;900.9;0.0;481;-0.8;-4.1;4.7;76.5
ENG;20200401;262;0;-;897.3;0.0;600;0.8;-6.6;8.0;64.8
ENG;20200402;239;0;-;893.6;0.0;474;4.9;-1.8;11.4;61.3
ENG;20200403;240;0;-;897.0;0.0;451;5.0;0.9;10.5;59.4
ENG;20200404;262;0;-;901.6;0.0;615;4.8;-1.6;12.5;61.8
ENG;20200405;271;0;-;902.0;0.0;616;7.6;1.3;15.5;44.4
ENG;20200406;271;0;-;905.2;0.0;617;9.5;2.3;17.5;42.6
ENG;20200407;272;0;-;908.2;0.0;619;10.1;3.0;18.3;42.6
ENG;20200408;269;0;-;906.7;0.0;621;10.8;4.2;18.6;42.7
ENG;20200409;236;0;-;904.9;0.0;430;10.9;5.1;17.9;53.7
ENG;20200410;275;0;-;904.5;0.0;620;11.3;5.1;18.9;49.4
ENG;20200411;274;0;-;904.1;0.0;620;11.8;5.4;19.5;51.4
ENG;20200412;261;0;-;900.0;0.0;538;12.6;6.0;19.5;44.7
ENG;20200413;235;0;-;896.9;3.4;462;10.6;4.6;17.1;57.0
ENG;20200414;234;0;-;900.4;0.0;398;4.2;-0.7;11.1;71.9
ENG;20200415;288;0;-;902.3;0.0;627;7.0;-2.5;16.0;55.3
ENG;20200416;252;0;-;901.0;0.0;611;11.3;4.0;19.0;48.9
ENG;20200417;255;0;-;899.2;0.0;501;13.0;6.1;20.2;54.7
ENG;20200418;223;0;-;899.4;13.5;450;12.3;7.2;20.3;68.5
ENG;20200419;189;0;-;895.8;0.0;284;11.7;5.9;16.4;76.1
ENG;20200420;177;0;-;892.1;0.0;173;10.2;8.3;12.8;83.7
ENG;20200421;149;0;-;892.0;0.0;103;8.1;5.4;11.1;83.4
ENG;20200422;298;0;-;896.1;0.0;621;10.4;4.2;17.9;65.9
ENG;20200423;280;0;-;899.9;0.0;538;11.4;4.4;18.6;53.6
ENG;20200424;204;0;-;897.5;0.0;245;12.4;6.1;18.7;50.8
ENG;20200425;122;0;-;893.5;0.0;80;12.2;8.1;17.5;62.9
ENG;20200426;196;0;-;892.9;11.9;258;10.5;7.2;17.6;78.2
ENG;20200427;291;0;-;893.4;0.1;550;11.8;6.2;17.9;69.1
ENG;20200428;91;0;-;891.6;18.9;1;8.9;5.8;11.5;88.0
ENG;20200429;229;0;-;893.4;0.2;217;7.6;3.7;12.6;80.0
ENG;20200430;83;0;-;891.7;5.5;27;7.0;3.1;10.0;86.3
ENG;20200501;115;-;-;890.3;-;44;6.3;2.0;9.4;86.5
GVE;20200101;16;0;100;983.1;0.0;0;1.6;0.9;2.5;90.7
GVE;20200102;29;0;63;981.4;0.0;38;0.5;-1.1;2.4;94.0
GVE;20200103;51;0;54;980.1;0.0;94;4.3;-2.3;10.4;84.6
GVE;20200104;70;0;50;983.1;0.0;389;4.9;-2.8;10.2;86.3
GVE;20200105;68;0;4;984.2;0.0;422;2.0;-2.8;6.3;78.9
GVE;20200106;68;0;0;980.9;0.0;451;0.8;-3.5;6.8;87.3
GVE;20200107;59;0;42;980.9;0.0;254;1.7;-2.2;8.1;88.0
GVE;20200108;69;0;33;981.9;0.0;349;1.3;-3.2;7.5;88.9
GVE;20200109;68;0;42;975.0;1.3;450;5.9;-1.4;12.4;65.1
GVE;20200110;49;0;63;976.6;0.0;120;6.0;0.1;10.2;80.7
GVE;20200111;58;0;54;982.0;0.0;216;3.7;-0.4;8.2;87.7
GVE;20200112;79;0;38;979.8;0.0;434;3.3;-2.3;9.9;81.9
GVE;20200113;59;0;46;974.3;0.0;134;0.5;-3.6;6.2;86.5
GVE;20200114;72;0;33;971.2;0.0;292;4.9;-3.1;11.1;70.6
GVE;20200115;74;0;25;974.3;0.0;366;7.3;-0.1;12.7;67.2
GVE;20200116;81;0;0;978.7;0.0;439;3.6;-1.4;10.1;82.7
GVE;20200117;13;0;71;975.2;6.3;0;3.2;-2.3;7.1;92.1
GVE;20200118;79;0;21;978.6;0.0;420;2.5;-2.3;7.6;81.3
GVE;20200119;88;0;42;982.0;0.0;456;3.2;0.0;5.6;60.9
GVE;20200120;86;0;42;988.5;0.0;398;2.1;0.0;4.3;63.9
GVE;20200121;85;0;50;988.3;0.0;423;0.2;-3.4;4.3;78.4
GVE;20200122;72;0;42;983.3;0.0;393;-0.3;-4.1;5.0;85.8
GVE;20200123;20;0;83;979.2;0.0;0;-0.6;-4.6;0.9;91.8
GVE;20200124;19;0;96;976.3;0.0;0;0.8;-0.8;2.3;95.7
GVE;20200125;36;0;92;973.5;0.0;0;1.9;0.8;3.6;94.7
GVE;20200126;18;0;100;972.0;2.3;0;2.3;0.8;4.3;96.4
GVE;20200127;49;0;75;967.2;3.1;107;4.8;-1.0;8.5;85.5
GVE;20200128;16;0;88;962.4;7.4;0;6.6;4.6;9.8;74.5
GVE;20200129;52;0;83;969.0;3.5;18;5.5;1.4;7.4;87.0
GVE;20200130;52;0;67;970.4;5.0;30;4.1;-1.8;7.8;88.7
GVE;20200131;77;0;67;970.4;0.0;173;8.9;5.8;14.0;91.1
GVE;20200201;38;0;63;969.3;0.8;13;9.4;4.2;13.0;86.1
GVE;20200202;22;0;96;973.3;16.6;0;11.2;8.0;15.0;89.2
GVE;20200203;25;0;63;974.5;2.6;2;13.4;11.4;16.1;72.7
GVE;20200204;66;0;58;973.2;3.0;191;6.0;2.5;15.2;74.2
GVE;20200205;122;0;38;982.4;0.0;491;4.6;1.7;8.3;68.1
GVE;20200206;104;0;50;980.9;0.0;358;2.5;-3.0;6.2;66.1
GVE;20200207;122;0;8;977.5;0.0;512;1.3;-3.7;7.7;78.3
GVE;20200208;116;0;33;976.8;0.0;450;2.7;-3.2;11.0;80.8
GVE;20200209;105;0;63;975.2;0.5;328;6.8;-1.8;12.6;68.2
GVE;20200210;74;0;83;968.9;2.4;134;12.4;9.4;14.2;59.6
GVE;20200211;40;0;92;971.4;2.2;14;7.9;5.4;10.9;66.6
GVE;20200212;118;0;71;975.0;0.0;306;5.3;-1.1;9.4;62.6
GVE;20200213;33;0;92;967.7;8.5;1;4.5;-2.7;9.9;76.0
GVE;20200214;128;0;29;975.3;0.0;386;7.4;1.7;12.4;75.6
GVE;20200215;135;0;50;976.1;0.0;516;5.8;-0.8;14.4;76.7
GVE;20200216;100;0;58;973.0;0.0;218;10.8;5.2;16.4;62.8
GVE;20200217;17;0;100;974.8;3.9;0;9.7;6.0;12.8;75.1
GVE;20200218;118;0;25;981.1;0.2;348;5.7;1.5;10.5;69.2
GVE;20200219;53;0;100;978.7;3.0;6;5.1;0.4;7.7;78.9
GVE;20200220;153;0;29;975.7;0.0;555;6.2;-1.2;12.8;69.7
GVE;20200221;147;0;54;980.4;0.0;534;7.5;1.0;12.0;66.5
GVE;20200222;155;0;33;982.3;0.0;576;6.7;-1.4;16.3;66.0
GVE;20200223;144;0;71;981.0;0.0;465;10.9;1.3;19.9;52.0
GVE;20200224;160;0;29;973.7;0.0;586;11.7;4.6;19.3;66.0
GVE;20200225;54;0;92;962.3;2.2;41;9.2;6.2;11.9;65.5
GVE;20200226;54;0;92;961.9;3.4;89;3.2;0.8;7.4;78.4
GVE;20200227;34;0;96;962.0;6.5;0;3.7;0.6;8.6;77.7
GVE;20200228;163;0;42;970.8;0.4;477;5.1;-1.3;10.2;60.7
GVE;20200229;48;0;96;958.4;7.8;2;8.9;3.7;14.9;73.1
GVE;20200301;131;0;75;956.0;6.7;313;9.0;4.1;14.0;69.6
GVE;20200302;22;0;100;947.3;22.3;0;5.1;2.0;6.6;90.4
GVE;20200303;167;0;79;959.0;0.0;481;5.0;1.3;9.1;66.1
GVE;20200304;158;0;75;965.3;3.4;391;6.3;1.0;10.3;60.9
GVE;20200305;18;0;100;953.3;34.0;0;7.5;5.7;9.3;86.8
GVE;20200306;120;0;88;957.4;0.0;150;6.7;4.9;9.0;59.4
GVE;20200307;126;0;33;971.3;0.0;316;5.2;-0.1;9.3;60.7
GVE;20200308;187;0;75;971.6;4.8;497;6.3;-1.8;13.4;59.7
GVE;20200309;126;0;71;970.4;1.0;201;6.4;1.4;10.3;75.6
GVE;20200310;46;0;100;973.8;5.3;0;5.1;0.9;7.1;88.9
GVE;20200311;140;0;50;973.9;0.0;243;10.4;5.3;17.0;84.7
GVE;20200312;94;0;79;970.8;0.1;38;12.0;4.0;17.8;72.6
GVE;20200313;155;0;54;972.7;0.0;333;8.8;2.5;12.5;59.2
GVE;20200314;197;0;29;971.9;0.0;496;6.4;0.0;12.5;64.4
GVE;20200315;209;0;21;969.4;0.0;611;7.2;-0.5;15.2;69.1
GVE;20200316;200;0;54;972.8;0.0;539;9.6;2.4;16.6;70.3
GVE;20200317;210;0;58;980.5;0.0;496;10.6;3.5;17.7;66.7
GVE;20200318;210;0;8;978.3;0.0;626;11.0;3.8;18.7;70.1
GVE;20200319;209;0;8;974.5;0.0;637;11.5;4.7;19.3;72.3
GVE;20200320;195;0;29;971.4;0.0;461;11.7;4.7;19.1;69.3
GVE;20200321;210;0;13;967.1;0.0;576;10.2;4.2;16.5;74.3
GVE;20200322;58;0;96;970.7;0.0;0;6.1;4.8;7.3;74.8
GVE;20200323;133;0;63;975.6;0.0;247;4.3;2.3;7.7;57.5
GVE;20200324;231;0;4;974.2;0.0;582;4.0;-0.1;8.4;46.2
GVE;20200325;227;0;21;968.4;0.0;575;4.6;0.1;9.1;49.1
GVE;20200326;231;0;42;964.4;0.0;582;5.2;-0.7;10.0;50.0
GVE;20200327;197;0;63;965.8;0.0;452;6.0;-0.3;12.6;60.9
GVE;20200328;217;0;75;967.6;0.0;518;9.5;1.2;16.8;63.2
GVE;20200329;98;0;92;967.6;0.0;117;8.3;4.2;14.7;67.7
GVE;20200330;52;0;88;970.1;0.0;0;3.8;3.1;4.5;66.6
GVE;20200331;234;0;38;971.6;0.0;534;5.5;2.0;10.6;45.0
GVE;20200401;256;0;4;968.8;0.0;668;5.7;-2.1;12.6;55.4
GVE;20200402;254;0;17;964.4;0.0;662;7.9;-0.9;16.5;56.3
GVE;20200403;258;0;8;967.4;0.0;689;8.3;0.2;15.0;51.9
GVE;20200404;257;0;4;971.9;0.0;689;8.6;0.5;16.0;58.2
GVE;20200405;267;0;0;972.1;0.0;702;10.4;1.3;19.1;56.0
GVE;20200406;270;0;0;975.3;0.0;704;11.9;2.4;20.7;51.1
GVE;20200407;270;0;0;978.3;0.0;705;12.3;3.3;21.1;52.6
GVE;20200408;268;0;8;976.4;0.0;707;13.5;4.7;22.1;52.2
GVE;20200409;271;0;17;974.0;0.0;712;13.8;5.4;22.5;52.7
GVE;20200410;276;0;8;973.6;0.0;716;14.2;5.6;22.8;53.2
GVE;20200411;269;0;13;973.3;0.0;673;14.6;6.2;23.4;53.1
GVE;20200412;247;0;46;969.3;0.0;568;15.1;6.0;22.8;50.3
GVE;20200413;228;0;63;965.5;0.0;424;14.6;6.1;20.4;51.8
GVE;20200414;281;0;33;968.9;0.0;600;11.5;7.9;15.9;45.6
GVE;20200415;290;0;13;972.6;0.0;730;10.5;3.9;17.8;49.7
GVE;20200416;272;0;58;970.4;0.0;630;14.8;5.9;23.6;54.1
GVE;20200417;247;0;75;968.2;0.0;475;15.4;7.0;22.9;52.9
GVE;20200418;245;0;79;968.2;0.0;488;16.1;9.2;24.3;61.1
GVE;20200419;150;0;96;964.1;0.0;3;14.9;9.0;19.1;74.5
GVE;20200420;225;0;88;959.9;0.0;447;15.8;11.5;20.1;67.8
GVE;20200421;121;0;96;960.8;0.0;0;12.8;8.5;15.6;67.2
GVE;20200422;299;0;17;964.9;0.0;751;14.5;5.9;23.0;62.6
GVE;20200423;295;0;25;968.8;0.0;687;16.0;8.0;23.1;58.2
GVE;20200424;251;0;38;966.4;0.0;490;15.8;7.9;23.6;59.5
GVE;20200425;155;0;79;961.9;0.1;163;15.7;10.1;21.3;67.2
GVE;20200426;167;0;79;962.0;0.3;131;14.5;9.0;19.8;79.3
GVE;20200427;265;0;63;962.5;3.0;489;14.3;6.7;24.1;79.0
GVE;20200428;87;0;96;961.8;8.6;4;12.4;8.6;15.1;85.3
GVE;20200429;256;0;67;964.1;2.1;408;12.4;7.6;17.8;72.1
GVE;20200430;44;0;92;962.2;23.4;9;10.6;8.4;12.0;89.4
GVE;20200501;86;0;96;961.8;-;5;10.5;8.1;13.3;86.6
GRC;20200101;54;38;4;849.0;0.0;211;2.6;0.1;6.2;34.7
GRC;20200102;52;38;0;847.4;0.0;211;1.5;-1.0;5.7;42.5
GRC;20200103;44;37;25;846.3;0.0;132;2.0;-2.0;6.1;50.4
GRC;20200104;37;36;21;847.2;0.0;145;-0.9;-3.0;1.7;70.3
GRC;20200105;52;32;46;848.2;0.0;213;-1.9;-4.5;0.9;73.2
GRC;20200106;54;30;8;847.0;0.0;214;1.4;-0.9;5.4;51.7
GRC;20200107;61;29;38;846.2;0.0;193;0.3;-2.2;7.0;53.9
GRC;20200108;54;28;17;848.5;0.0;217;1.3;-2.3;6.1;47.5
GRC;20200109;55;27;21;843.4;0.0;216;3.3;0.7;7.9;52.2
GRC;20200110;66;26;46;842.7;0.0;215;-0.3;-2.8;2.5;64.9
GRC;20200111;59;25;25;847.7;0.0;219;-2.0;-4.7;1.9;53.2
GRC;20200112;60;24;13;846.0;0.0;219;0.9;-1.5;5.4;34.4
GRC;20200113;61;23;17;841.2;0.0;180;0.5;-1.6;4.6;39.5
GRC;20200114;58;22;33;839.9;0.0;210;1.6;-2.0;5.3;35.2
GRC;20200115;52;22;17;842.3;0.0;205;1.8;-1.4;5.5;50.8
GRC;20200116;61;19;13;846.1;0.0;225;0.5;-2.6;5.1;47.5
GRC;20200117;46;18;50;841.7;0.6;43;-0.5;-3.3;3.2;59.1
GRC;20200118;66;20;29;842.6;0.0;239;-4.1;-8.2;-0.8;76.5
GRC;20200119;64;20;33;845.6;0.0;237;-6.9;-9.1;-2.9;53.9
GRC;20200120;67;20;21;852.4;0.0;250;-5.9;-9.0;-1.8;39.5
GRC;20200121;70;20;17;853.6;0.0;262;0.2;-5.7;5.7;43.5
GRC;20200122;74;20;13;849.8;0.0;274;2.6;0.1;8.2;34.2
GRC;20200123;72;20;13;846.0;0.0;205;3.2;0.1;8.7;36.4
GRC;20200124;60;19;33;842.4;0.0;180;2.2;-0.5;5.8;51.4
GRC;20200125;72;19;13;840.3;0.0;245;0.2;-1.7;3.7;61.0
GRC;20200126;58;19;54;838.8;0.0;67;-0.8;-3.0;2.8;57.8
GRC;20200127;64;19;25;835.6;4.3;125;-0.7;-3.5;3.0;62.2
GRC;20200128;14;28;100;828.3;6.5;0;-2.2;-5.0;0.1;84.3
GRC;20200129;22;35;96;833.1;1.7;0;-2.0;-4.6;0.2;78.4
GRC;20200130;89;39;88;838.3;0.3;246;-0.4;-4.6;4.2;68.7
GRC;20200131;97;39;38;839.6;0.0;302;3.1;0.4;6.3;82.1
GRC;20200201;65;28;58;838.1;0.0;68;3.1;0.6;6.8;71.4
GRC;20200202;17;24;83;841.6;27.4;0;2.7;1.5;5.2;89.2
GRC;20200203;10;22;92;842.6;7.1;0;6.1;3.0;10.1;68.8
GRC;20200204;20;15;100;834.6;2.9;0;-1.1;-4.8;10.1;61.3
GRC;20200205;104;18;21;844.7;0.0;318;-2.6;-6.2;1.3;42.3
GRC;20200206;103;18;17;845.6;0.0;278;-1.9;-5.9;1.5;41.6
GRC;20200207;104;18;4;843.7;0.0;322;0.8;-2.7;5.3;39.5
GRC;20200208;96;13;21;843.6;0.0;214;1.2;-1.9;5.7;41.0
GRC;20200209;101;13;33;843.1;0.0;267;1.3;-2.4;5.4;41.7
GRC;20200210;42;12;100;834.9;3.5;14;5.1;0.8;8.1;50.5
GRC;20200211;30;13;100;834.6;0.4;0;1.0;-1.9;4.9;51.5
GRC;20200212;85;11;46;839.0;0.0;233;-2.0;-5.9;0.9;41.8
GRC;20200213;59;11;67;835.4;7.3;25;-2.1;-5.9;2.8;62.4
GRC;20200214;120;23;42;840.9;0.0;342;0.3;-2.4;3.9;66.8
GRC;20200215;121;18;17;844.5;0.0;319;2.9;-2.3;8.0;39.3
GRC;20200216;75;15;46;843.9;0.0;13;6.3;2.4;10.1;33.7
GRC;20200217;95;13;46;841.2;0.3;129;5.2;1.2;8.8;53.2
GRC;20200218;131;12;13;844.7;0.0;368;-0.6;-4.8;2.7;57.3
GRC;20200219;70;10;75;842.1;0.0;26;-2.3;-4.9;1.5;68.5
GRC;20200220;141;9;21;842.2;0.0;375;0.5;-4.3;5.6;52.2
GRC;20200221;140;8;8;845.2;0.0;378;2.9;-1.0;9.5;48.7
GRC;20200222;141;7;13;849.7;0.0;386;3.9;-1.0;10.0;48.0
GRC;20200223;105;5;29;848.1;0.0;221;8.5;1.7;13.9;43.5
GRC;20200224;145;0;8;842.6;0.0;398;6.7;2.6;10.8;47.0
GRC;20200225;84;0;58;830.2;0.3;57;2.9;-1.1;6.3;51.8
GRC;20200226;36;1;100;825.0;2.8;0;-4.2;-6.9;1.3;61.1
GRC;20200227;31;8;67;827.8;7.8;0;-5.4;-8.5;0.8;70.8
GRC;20200228;157;20;38;836.8;0.0;340;-2.8;-7.8;1.0;40.4
GRC;20200229;135;10;58;830.6;2.7;246;0.2;-3.7;3.5;53.1
GRC;20200301;155;18;54;825.6;2.3;330;-0.3;-3.9;4.2;78.5
GRC;20200302;38;13;100;818.2;6.4;0;-1.7;-4.0;0.3;81.6
GRC;20200303;164;20;54;824.5;0.0;302;-2.8;-6.9;0.6;48.3
GRC;20200304;149;12;46;832.1;1.4;232;-3.2;-6.7;-0.1;53.6
GRC;20200305;63;14;100;825.1;10.4;0;-2.5;-4.0;-1.0;91.5
GRC;20200306;150;30;63;823.7;0.0;93;-2.3;-4.7;0.8;68.8
GRC;20200307;185;20;21;835.7;0.0;440;-2.9;-6.4;2.2;57.4
GRC;20200308;165;18;29;838.6;0.1;241;-1.7;-7.0;3.4;51.8
GRC;20200309;142;17;63;835.5;0.8;204;-0.9;-4.7;2.8;63.4
GRC;20200310;45;17;83;840.2;7.8;0;-2.1;-5.4;2.4;86.5
GRC;20200311;192;23;42;842.7;0.0;445;4.0;1.7;7.1;90.6
GRC;20200312;175;12;21;839.8;4.7;364;7.3;3.2;13.6;57.3
GRC;20200313;201;3;38;838.5;0.0;453;2.6;-0.5;6.7;85.3
GRC;20200314;156;0;58;838.4;0.0;231;0.7;-2.0;5.9;73.0
GRC;20200315;202;0;4;839.1;0.0;470;1.5;-2.6;7.7;53.4
GRC;20200316;202;0;0;842.7;0.0;470;3.1;-1.8;8.9;53.2
GRC;20200317;199;0;4;848.9;0.0;472;5.5;1.5;11.2;47.1
GRC;20200318;203;0;0;847.6;0.0;474;6.6;2.6;12.5;49.3
GRC;20200319;206;0;0;844.8;0.0;474;6.6;2.8;12.0;49.5
GRC;20200320;171;0;38;841.6;0.0;294;5.1;1.7;10.8;52.5
GRC;20200321;208;0;8;836.5;0.0;463;5.1;0.7;10.8;54.1
GRC;20200322;205;0;29;837.3;0.0;438;4.1;-1.4;9.7;65.5
GRC;20200323;221;0;33;840.4;0.0;489;0.8;-3.3;7.5;74.6
GRC;20200324;187;0;46;838.7;0.0;369;-1.2;-3.8;3.7;59.0
GRC;20200325;205;0;25;833.8;0.0;425;-3.0;-5.9;2.1;44.6
GRC;20200326;183;0;29;831.1;0.0;323;-1.0;-7.4;5.5;51.7
GRC;20200327;208;0;29;834.0;0.0;385;4.7;0.6;11.0;57.0
GRC;20200328;229;0;21;836.3;0.0;475;5.3;0.9;10.9;57.8
GRC;20200329;135;0;96;834.6;1.3;112;3.1;-1.7;6.6;76.1
GRC;20200330;107;1;100;834.6;0.4;0;-1.5;-3.3;1.5;98.3
GRC;20200331;224;0;50;836.8;0.0;437;0.1;-3.6;6.1;78.4
GRC;20200401;247;0;0;835.7;0.0;537;1.4;-3.8;8.4;59.5
GRC;20200402;246;0;8;832.6;0.0;506;2.7;-1.8;8.9;50.8
GRC;20200403;253;0;4;835.2;0.0;548;2.5;-2.0;8.8;54.9
GRC;20200404;257;0;0;840.6;0.0;552;4.3;-1.3;11.3;44.3
GRC;20200405;263;0;0;842.4;0.0;554;6.3;1.0;14.2;30.1
GRC;20200406;263;0;0;845.5;0.0;560;6.5;1.4;12.5;33.3
GRC;20200407;267;0;0;848.3;0.0;561;7.6;2.6;14.2;35.9
GRC;20200408;266;0;0;846.6;0.0;563;7.9;2.4;14.5;32.1
GRC;20200409;267;0;0;844.7;0.0;563;8.2;2.7;15.2;38.5
GRC;20200410;269;0;0;844.8;0.0;564;9.2;4.3;15.4;36.6
GRC;20200411;271;0;0;844.5;0.0;566;9.2;3.8;15.8;36.2
GRC;20200412;230;0;29;841.1;0.0;353;8.6;4.3;15.0;39.0
GRC;20200413;228;0;25;836.6;0.0;396;8.2;3.4;13.2;40.3
GRC;20200414;286;0;0;837.0;0.0;599;6.5;2.0;13.3;44.9
GRC;20200415;289;0;0;842.1;0.0;609;8.3;1.7;16.3;32.0
GRC;20200416;268;0;17;841.6;0.0;613;10.1;5.0;15.8;30.5
GRC;20200417;259;0;25;840.0;0.0;436;10.5;5.3;16.3;39.9
GRC;20200418;243;0;42;839.8;0.0;426;11.1;6.4;17.5;48.2
GRC;20200419;160;0;58;836.6;0.0;87;9.8;6.5;15.2;60.4
GRC;20200420;157;0;42;833.3;0.0;95;9.6;6.3;13.2;59.6
